listing_id,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,,,,,,,,,,,
17196795,"[Paid parking off premises"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15560259,"[Paid parking off premises"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15895362,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564438,"[Free street parking"""," ""Dishes and silverware"""," ""TV"""," ""Dedicated workspace"""," ""Patio or balcony"""," ""Long term stays allowed"""," ""Wifi"""," ""Essentials"""," ""Stove"""," ""Air conditioning"""," ""First aid kit"""," ""Coffee maker"""," ""Hot water"""," ""Bed linens"""," ""Kitchen"""," ""Refrigerator"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316060,"[Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Breakfast"""," ""Pocket wifi"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Elevator"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,
11116631,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23611094,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Baking sheet"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
9872641,"[Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Cable TV"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739341,"[Paid parking off premises"""," ""Washer"""," ""Microwave"""," ""Fire extinguisher"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441179,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Breakfast"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23721270,"[Paid parking off premises"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
553816,"[Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Host greets you"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608623,"[Lockbox"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18893386,"[Pack u2019n Play/travel crib"""," ""Body soap"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Induction stove"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Shower gel"""," ""Babysitter recommendations"""," ""Hot water kettle"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Outdoor furniture"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bidet"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,
23037276,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""EV charger"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Baking sheet"""," ""High chair"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,
25957461,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Stove"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Hot tub"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
20014250,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141142,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14506448,"[Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20766232,"[Bathroom essentials"""," ""Elevator"""," ""Bedroom comforts"""," ""Self check-in"""," ""TV"""," ""Fire extinguisher"""," ""Wifi"""," ""Full kitchen"""," ""Hair dryer"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Free street parking"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832350,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Self check-in"""," ""Fire extinguisher"""," ""Iron"""," ""Bathtub"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Suitable for events"""," ""High chair"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Baby bath"""," ""Coffee maker"""," ""Free street parking"""," ""Free parking on premises"""," ""Bathroom essentials"""," ""Elevator"""," ""Dryer"""," ""Carbon monoxide alarm"""," ""Room-darkening shades"""," ""Bedroom comforts""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299695,"[Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Pocket wifi"""," ""Garden or backyard"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Elevator"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,
712185,"[Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14273447,"[Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Cable TV"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600190,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Pocket wifi"""," ""Heating"""," ""Crib"""," ""High chair"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Oven"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,
24011527,"[Paid parking off premises"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,
18907569,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257456,"[Washer"""," ""Microwave"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226679,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Stove"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19944404,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23879222,"[Washer"""," ""Cooking basics"""," ""Hangers"""," ""Patio or balcony"""," ""Bathtub"""," ""Dishwasher"""," ""Iron"""," ""Bed linens"""," ""Wifi"""," ""Shampoo"""," ""Hot water"""," ""Dishes and silverware"""," ""Essentials"""," ""Kitchen"""," ""Coffee maker"""," ""Microwave"""," ""Hair dryer"""," ""Air conditioning"""," ""Heating"""," ""TV"""," ""Host greets you"""," ""Long term stays allowed"""," ""Elevator""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406833,"[Body soap"""," ""Washer"""," ""Board games"""," ""Window guards"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Dining table"""," ""Hangers"""," ""Iron"""," ""Portable fans"""," ""Refrigerator"""," ""Building staff"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Clothing storage: dresser and closet"""," ""Hair dryer"""," ""Stove"""," ""Hot water kettle"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""Baking sheet"""," ""Freezer"""," ""Cleaning products"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Bidet"""," ""Single level home"""," ""Conditioner"""," ""Essentials"""," ""First aid kit"""," ""Drying rack for clothing"""," ""Bed linens"""," ""32"""" HDTV""]""",,,,,,,,,,,,,,,,
19321655,"[Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Cleaning before checkout"""," ""TV"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11758080,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Cleaning before checkout"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23815001,"[Washer"""," ""Cooking basics"""," ""Hangers"""," ""Stove"""," ""Dishwasher"""," ""Iron"""," ""Wifi"""," ""High chair"""," ""Dedicated workspace"""," ""Shampoo"""," ""Hot water"""," ""Dishes and silverware"""," ""Crib"""," ""Essentials"""," ""Kitchen"""," ""Refrigerator"""," ""Coffee maker"""," ""Hair dryer"""," ""Air conditioning"""," ""Heating"""," ""Oven"""," ""TV"""," ""Host greets you"""," ""Long term stays allowed"""," ""Elevator""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724948,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Essentials"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22913975,"[Cooking basics"""," ""Hangers"""," ""Room-darkening shades"""," ""Stove"""," ""Patio or balcony"""," ""Bathtub"""," ""Extra pillows and blankets"""," ""Dishwasher"""," ""Luggage dropoff allowed"""," ""Iron"""," ""Bed linens"""," ""Wifi"""," ""First aid kit"""," ""Paid parking off premises"""," ""Dedicated workspace"""," ""Single level home"""," ""Shampoo"""," ""Hot water"""," ""Dishes and silverware"""," ""Window guards"""," ""Essentials"""," ""Kitchen"""," ""Refrigerator"""," ""Coffee maker"""," ""Microwave"""," ""Hair dryer"""," ""Air conditioning"""," ""Indoor fireplace"""," ""Heating"""," ""Oven"""," ""TV"""," ""Free street parking"""," ""Host greets you"""," ""Long term stays allowed"""," ""Elevator""]""",,,,,,,,,,,,,,,,,,,,,,,,
16117189,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97093,"[Dishwasher"""," ""Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Carbon monoxide alarm"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Cooking basics"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Baking sheet"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Oven"""," ""Elevator"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,
13586019,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Keypad"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Dryer"""," ""Shampoo"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
